,Principal Component 1,Principal Component 2,Principal Component 3,Principal Component 4,Principal Component 5,Principal Component 6,Principal Component 7,Average Reward
20,0.5403496014427173,-3.3489338252501404,-0.9368459529133617,0.6268289491280653,1.2880722720285445,-1.3464407468707242,-1.3294091670893176,0.6807877315807022
21,0.4801536013039572,1.6999740181988552,0.67219611408863,-0.18037452781985258,-1.2181865556965068,-0.48858423542182916,0.23544059288929456,0.802810699541616
22,-1.0937661761272692,2.3562160497190416,-1.7942320326033667,-4.334504934385445,1.2123500749630511,-0.11562450092951286,-0.2695477896067539,0.7505287571998956
23,-1.3606098608616972,1.8397217293799721,-1.2765504907403027,-2.692881136014619,0.8092658373036004,0.03903096719162466,0.03169593521380457,0.7586524579565744
24,-1.1484558740830695,1.596787759507467,-0.6332436191145997,-1.1236550383399455,0.2680465215089321,0.04141254043880865,0.13761493845415593,0.7545042501613378
25,-0.6170325146380631,0.976586704592192,-0.7221925604757772,0.37991470662179677,-1.080768075450313,-0.8808085697224572,0.0432944062984731,0.7668706983034483
26,-0.433481667284515,0.7278720267638359,-1.1203150388362715,0.3692088112901891,-1.428034868809279,-1.293463331736951,0.0022191692168841964,0.759587565660253
27,-0.07566920962214406,0.8816256886623944,-0.16614312800154643,0.5934158493840063,0.38777033312384956,0.0608483148994491,0.6362561148326082,0.70220501256039
28,-0.9624875498442678,1.3681483477793157,0.012354349775351063,0.4401623167322972,-0.29264122533805986,0.04634539338311488,0.22311113772588154,0.7539333453376525
29,6.141204820978628,2.5924431437940756,-0.07210920672103827,0.7764702712089463,1.115632866809253,-0.28228124404060845,-0.29432405979794624,0.6378437175236449
30,1.9514183549848896,0.9559452224577727,-0.08591256494731209,0.6035719212798832,0.7974245485357107,-0.1045426143525537,0.6561917159916276,0.6643262082281841
31,-0.5407792850252039,1.702889250981284,0.15583749868093796,0.34047620388124755,-0.517176387221778,-0.0719345343911553,-0.05873785723253757,0.7708617917993071
32,-1.0139646983550867,1.690669126248883,0.43119919438600085,0.4327351778622987,0.012268118200348796,0.4583798103424838,0.20242662521372098,0.7619256184995791
33,8.290466217913076,2.219027818880702,0.08402410979009171,0.3568868635345766,0.7393491367238535,1.1691915699593791,-0.5361568018428609,0.598076992258532
34,-0.4254871831693512,1.5355705919879106,0.6399466000862934,0.21535801965971807,-0.2676231617216607,-0.29257013309611657,-0.18764674757428404,0.7793569989640645
35,0.18363611107688815,1.6427626247548062,1.2222461820480102,0.024176861530772486,-0.15795593916692716,-0.5890375248696537,-0.525228245994835,0.7849196313859975
36,0.5057954231804878,1.4102911036358041,1.6483653056342733,-0.04552591037864356,0.24713474624067813,-0.8359878980410296,-0.5339022653506037,0.7640755442323524
37,-0.5350221019415083,0.6710462310092831,1.8911530453655527,-0.03198308962357957,0.7561275830619827,-0.8244201326842419,-0.2652101631974275,0.7654125233972461
38,-0.9593798841912323,1.411059026480033,0.029496259611025075,0.4261497795852906,-0.32999911519890196,0.025835147308474353,0.18063124879595754,0.7599187778799434
39,-2.1587106225809523,0.34494287435528387,-0.5774354413324223,0.8375898023965654,0.5033017138393276,0.33956234951313086,0.901926493963066,0.7292149727793295
40,-2.0617031238328276,0.1059178042749011,-0.789282433225538,0.9810927784168251,0.7779767687675608,0.3662535976111723,0.9408550407924755,0.7262832510918271
41,-2.068886304325072,-0.2453533783953262,-1.0583661326221683,1.1650556914229564,1.1438794338128841,0.4423831303738464,1.0814639515622428,0.7291652392371819
42,-2.0221432141869564,-0.5398107804369652,-1.3024870697435749,1.3288253490924544,1.4613572088792277,0.5089887691526216,1.1673293281877437,0.7244124206553442
